Symbol,Status,NextPayDate,DivYield,NextEstPayout,AnnualDividend,ExDiv
PSA-PR-I,Declared,2021-03-31,0.0462699316628701,0.3046875,1.21875,2021-03-15
PMT-PR-A,Declared,2021-03-15,0.0811202875399361,0.507813,2.031252,2021-02-26
PSA-PR-K,Declared,2021-03-31,0.0451864535768645,0.296875,1.22708329999999,2021-03-15
PHOJY,Estimated,2021-04-15,0.0652,0.19559403542943,1.144165,-
PMT-PR-B,Declared,2021-03-15,0.08,0.5,2,2021-02-26
PPWLM,Estimated,2021-05-15,0.0427,1.75,7,-
PRE-PR-I,Estimated,2021-06-01,0.0723,0.3671875,1.8359375,-
PEB-PR-D,Estimated,2021-04-15,0.0687,0.39844,1.59376,-
SF-PR-B,Declared,2021-03-15,0.0584330590875093,0.390625,1.5625,2021-02-26
SF-PR-C,Declared,2021-03-15,0.0567339755464987,0.3828125,0.876215299999999,2021-02-26
TMBBY,Declared,2021-06-04,0.0390663874345549,0.373084,0.076929,2021-04-28
TY-PR,Estimated,2021-04-04,0.0451,0.625,2.5,-
TKFHY,Declared,2021-03-08,0.01372825,0.054913,0.098447,2021-02-26
TLLXY,Declared,2021-05-25,0,0.912525,0,2021-05-07
TBKCP,Declared,2021-03-30,0.0651664837175265,0.44525,0.9450625,2021-03-12
TSCBP,Declared,2021-04-01,0.0598254504504504,0.3984375,1.59375,2021-03-12
RILYP,Estimated,2021-04-30,0.0665,0.4296875,1.71875,-
RY-PR-T,Declared,2021-05-07,0.0591690042075736,0.421875,1.6875,2021-04-26
REXR-PR-C,Declared,2021-03-31,0.0547178988326848,0.3515625,1.4062505,2021-03-12
ROSYY,Estimated,2021-09-16,0.0455,0.190866647751536,0.40016,-
RSF,Declared,2021-03-31,0.10503448275862,0.1523,1.8964,2021-03-16
RF-PR-A,Declared,2021-03-15,0.0619173271173271,0.398438,1.593752,2021-02-26
SBNC,Declared,2021-03-15,0.00476190476190476,5,15,2021-02-26
SGAPY,Estimated,2021-07-25,0.0446,0.250878857678214,0.781416,-
SWT,Estimated,2021-05-15,0.0485,1.3125,5.25,-
SCE-PR-J,Declared,2021-03-15,0.0562238493723849,0.3359375,1.34375,2021-03-11
SCBFY,Declared,2021-06-04,0.0272,0.18,0.352,2021-03-10
SCE-PR-L,Declared,2021-03-15,0.0536480686695279,0.3125,1.25,2021-03-11
SMMNY,Declared,2021-03-03,0.0174092735814962,0.4817146,0.4320142,2021-02-12
STL-PR-A,Estimated,2021-04-15,0.0629,0.40625,1.625,-
SOCGM,Declared,2021-04-15,0.0428326670474014,0.375,1.5,2021-03-09
SVBT,Declared,2021-04-15,0.0137667304015296,0.27,1.04,2021-03-12
SNV-PR-D,Estimated,2021-03-21,0.06,0.39375,1.575,-
SAXPY,Estimated,2021-06-26,0.0382,0.452807187584825,0.85185,-
SB-PR-C,Estimated,2021-05-01,0.0908,0.5,2,-
SLG-PR-I,Estimated,2021-04-15,0.064,0.40625,1.625,-
SLMBP,Declared,2021-03-15,0.034756428830134,0.4798125,2.558894,2021-03-04
SRE-PR-B,Declared,2021-04-15,0.068660360085444,1.6875,6.75,2021-03-31
SHI,Estimated,2021-07-31,0.0702,0.785723791869147,1.689886,-
SOAGY,Declared,2021-04-14,0,0.168588,0,2021-03-29
STAR-PR-D,Declared,2021-03-15,0.0780335544284042,0.5,2,2021-02-26
SUBCY,Declared,2021-05-14,0,0.237185,0,2021-04-29
SCVPY,Declared,2021-05-10,0.040464,0.283248,0.391899,2021-04-07
SB-PR-D,Estimated,2021-05-01,0.0907,0.5,2,-
TEZNY,Estimated,2021-06-10,0.0424,0.174841613225732,0.882104,-
TFC-PR-I,Declared,2021-03-15,0.039984006397441,0.25,1.01668,2021-02-11
TWO-PR-A,Estimated,2021-04-27,0.0798,0.50781,2.03124,-
TWO-PR-B,Estimated,2021-04-27,0.0768,0.47656,1.90624,-
TWO-PR-E,Estimated,2021-04-15,0.0741,0.46875,1.875,-
TCBIP,Declared,2021-03-15,0.0645353455123113,0.40625,1.625,2021-02-26
TELNY,Estimated,2021-04-28,0.0557,0.4646704,0.9074673,-
TGLVY,Estimated,2021-07-21,0.0657,0.140236688692876,0.33435,-
TGP-PR-B,Estimated,2021-04-15,0.0823,0.5313,2.1252,-
TNP-PR-F,Estimated,2021-05-01,0.1055,0.59375,2.375,-
USB-PR-M,Estimated,2021-04-15,0.0619,0.40625,1.625,-
USB-PR-P,Estimated,2021-04-15,0.051,0.34375,1.375,-
UOVEY,Estimated,2021-04-23,0.037,0.57315,1.361737,-
UBP-PR-H,Estimated,2021-04-29,0.0636,0.390625,1.5625,-
UEPCN,Estimated,2021-05-15,0.038,1.1875,4.75,-
USB-PR-A,Estimated,2021-04-15,0.0393,8.94444,35.58332,-
UL,Declared,2021-03-17,0.0394852093737994,0.5139,1.85009999999999,2021-02-25
UPMMY,Declared,2021-04-26,0.0412778941854374,1.57599,1.4066,2021-03-31
USB-PR-H,Estimated,2021-04-15,0.038,0.22361,0.88958,-
SFIGA,Estimated,2021-05-12,0.0177,0.295,1.165,-
STAG-PR-C,Declared,2021-03-31,0.0677473393772171,0.4296875,1.71875,2021-03-12
SOCGP,Declared,2021-04-15,0.0412881915772089,0.375,1.5,2021-03-09
STZ-B,Estimated,2021-05-23,0.0122,0.68,2.72,-
SITC-PR-K,Estimated,2021-04-15,0.0619,0.39063,1.56252,-
SDGB,Declared,2021-03-12,0.0130718954248366,0.14,0.28,2021-03-10
SCHW-PR-C,Estimated,2021-06-01,0.074,0.375,1.875,-
SNLC,Declared,2021-03-15,0.00985950209514419,0.3,1.2,2021-02-19
SSSGY,Declared,2021-04-14,0,0.168588,0,2021-03-29
TFC-PR-F,Estimated,2021-06-01,0.065,0.325,1.625,-
TECTP,Estimated,2021-05-15,0.0973,0.225,0.9,-
TRTN-PR-A,Declared,2021-03-15,0.0755689900426742,0.53125,2.125,2021-03-05
TRTN-PR-B,Declared,2021-03-15,0.0747384155455904,0.5,2,2021-03-05
TFC-PR-H,Estimated,2021-06-01,0.0699,0.3515625,1.7578125,-
VLMTY,Declared,2021-04-21,0,1.08873,0,2021-03-24
VOYA-PR-B,Declared,2021-03-15,0.0513435700575815,0.334375,1.3375,2021-02-25
VNO-PR-L,Declared,2021-04-01,0.0542168674698795,0.3375,1.35,2021-03-12
VNO-PR-N,Declared,2021-04-01,0.0531591737545565,0.328125,0.1348958,2021-03-12
WBTMU,Estimated,2021-07-15,0.0706,1.00689359747928,2.811593,-
WAYN,Estimated,2021-04-20,0.0282,0.2,0.6,-
WEJTY,Declared,2021-05-03,0,0.06012,0,2020-03-24
WELPM,Declared,2021-04-30,0.04,1.5,6,2021-04-13
WHGLY,Estimated,2021-04-26,0.0453,0.0243453827078169,0.812863,-
WFC-PR-O,Declared,2021-03-15,0.0511268954509177,0.32031,1.28124,2021-02-25
WTFCM,Declared,2021-04-15,0.0614002246349681,0.41,1.64,2021-03-31
WTFCP,Declared,2021-04-15,0.0625,0.4296875,1.1496875,2021-03-31
WFC-PR-A,Declared,2021-03-15,0.0480376124284546,0.29375,0.1534,2021-02-25
WFC-PR-L,Declared,2021-03-15,0.0540345821325648,18.75,75,2021-02-25
WFC-PR-P,Declared,2021-03-15,0.0525428342674139,0.32813,1.31252,2021-02-25
WFC-PR-W,Declared,2021-03-15,0.0570456365092073,0.35625,1.425,2021-02-25
WPG-PR-I,Estimated,2021-04-15,0.2473,0.4297,1.7188,-
YRKB,Declared,2021-03-29,0,0.4,0,2021-03-12
LXP-PR-C,Estimated,2021-05-16,0.0595,0.8125,3.25,-
LWCL,Estimated,2021-05-26,0.0122,0.075,0.375,-
LDSCY,Declared,2021-04-13,0.0344892631578947,0.081912,0.16338,2021-02-25
LFGP,Declared,2021-03-05,0.0339285714285714,0.19,0.76,2021-02-11
MER-PR-K,Declared,2021-03-15,0.0609180204004533,0.403125,1.6125,2021-03-11
MNPP,Estimated,2021-06-22,0.0323,16,50,-
MBNKP,Declared,2021-04-01,0.0846381718154887,0.5,2.08,2021-03-12
MBT,Estimated,2021-04-30,0.0985,0.0945261655010957,0.8096806,-
MTBCP,Declared,2021-03-15,0.0990291681670867,0.22917,2.75004,2021-02-25
MET-PR-F,Declared,2021-03-15,0.046844181459566,0.296875,1.08854166,2021-02-25
MET-PR-E,Declared,2021-03-15,0.0533074298711144,0.3515625,1.40625,2021-02-25
MET-PR-A,Declared,2021-03-15,0.0399520575309628,0.25,1.01388886,-
NCV-PR-A,Declared,2021-03-31,0.0535714285714285,0.3515625,1.40625,2021-03-10
NWE,Declared,2021-03-31,0.0415201741168592,0.62,0.6,2021-03-12
NEWEN,Declared,2021-04-01,0.0433212996389891,1.5,6,2021-03-17
NYCB-PR-A,Declared,2021-03-17,0.0601812688821752,0.3984,1.5936,2021-03-04
NODB,Estimated,2021-03-31,0.0125,0.25,1,-
NNN-PR-F,Declared,2021-03-15,0.0512214342001576,0.325,1.3,2021-02-25
NVZMY,Declared,2021-03-31,0.0137769630110317,0.849212,0.780008,2021-03-12
PSA-PR-C,Declared,2021-03-31,0.0503438113948919,0.3203125,1.28125,2021-03-15
PEB-PR-C,Estimated,2021-04-15,0.0698,0.40625,1.625,-
PEB-PR-E,Estimated,2021-04-15,0.0688,0.39844,1.59376,-
PEB-PR-F,Estimated,2021-04-15,0.0696,0.39375,1.575,-
PPWLO,Estimated,2021-05-15,0.042,1.5,6,-
PLWN,Declared,2021-03-26,0.0518134715025906,15,43.2,2021-02-25
PPAL,Declared,2021-04-01,0.00905192949023344,0.2375,0.95,2021-03-11
PINXY,Estimated,2022-01-05,0.0655,0.0263474357009802,0.420357,-
PUTRY,Declared,2021-03-17,0.0420876923076923,0.136785,0.198011,2021-03-03
PLYM-PR-A,Declared,2021-03-31,0.0717566016073478,0.46875,1.875,2021-03-12
PRMW,Declared,2021-03-29,0.0162381596752368,0.06,0.24,2021-03-11
PONT,Estimated,2021-04-15,0.0142,1.6,6.4,-
PLDGP,Declared,2021-03-31,0.0569333333333333,1.0675,4.27,2021-03-18
PRIF-PR-C,Declared,2021-03-31,0.0654644268774703,0.4140625,1.65625,2021-03-12
ORRYY,Declared,2021-04-16,0.0800182178217821,0.404092,0.723703,2021-03-02
OTTW,Declared,2021-03-17,0.0267558528428093,0.25,0.16,2021-03-02
MGAG,Estimated,2021-09-29,0.0387,12,12,-
MTGGY,Declared,2021-03-10,0.0667021978021978,0.424893,0.378066,2021-02-22
MDVT,Estimated,2021-05-12,0.0272,0.28,1.06,-
MAA-PR-I,Declared,2021-03-31,0.0648162269330486,1.0625,4.25,2021-03-12
NRZ-PR-B,Estimated,2021-05-12,0.0761,0.4453125,1.78125,-
NS-PR-A,Declared,2021-03-15,0.101190476190476,0.53125,2.125,2021-02-26
NRZ-PR-A,Estimated,2021-05-12,0.0772,0.46875,1.875,-
NS-PR-C,Declared,2021-03-15,0.0986409469530907,0.5625,2.25,2021-02-26
NSARO,Estimated,2021-05-01,0.0459,1.195,4.78,-
MS-PR-A,Declared,2021-04-15,0.042247570764681,0.25,1.01668,2021-03-30
MSB,Estimated,2021-05-20,0.0539,0.0410714285714285,1.43,-
MS-PR-K,Declared,2021-04-15,0.0526844380403458,0.36563,1.46252,2021-03-30
NGL-PR-C,Estimated,2021-04-15,0.2152,0.60156,2.40624,-
NI-PR-B,Declared,2021-03-15,0.0595892922625595,0.40625,1.625,2021-02-19
NETTF,Declared,2021-03-23,0.00209606986899563,0.012,0.039,-
NYMTO,Estimated,2021-04-15,0.0816,0.4921875,1.96875,-
NLY-PR-G,Declared,2021-03-31,0.0666803446860894,0.40625,1.625,2021-02-26
OFG-PR-B,Declared,2021-03-31,0.0684931350293542,0.1458333,1.8958329,2021-03-12
OFG-PR-A,Declared,2021-03-31,0.0698255586044688,0.1484375,1.9296875,2021-03-12
MINDP,Estimated,2021-04-30,0.0957,0.5625,2.25,-
PHPPY,Declared,2021-06-15,0.0380825112107623,0.84924,0,2021-05-20
PNMXO,Estimated,2021-04-15,0.0446,1.145,4.58,-
PRIF-PR-A,Declared,2021-03-31,0.0648393002441009,0.3984375,1.59375,2021-03-12
PRIF-PR-D,Declared,2021-03-31,0.0702811244979919,0.4375,1.75,2021-03-12
PRIF-PR-B,Declared,2021-03-31,0.0619793732645775,0.390625,1.5625,2021-03-12
PW-PR-A,Declared,2021-03-15,0.0744905805459438,0.484375,1.453125,2021-02-11
QTS-PR-B,Declared,2021-04-15,0.0461713311549936,1.625,6.5,2021-03-30
QTS-PR-A,Declared,2021-04-15,0.0681426931905126,0.4453125,1.78125,2021-03-30
NMK-PR-C,Declared,2021-03-31,0.0374639769452449,0.975,3.9,2021-03-16
LANDO,Declared,2021-03-05,0.059171597633136,0.125,0.5,2021-02-23
MSEXP,Estimated,2021-05-01,0.0518,1.75,7,-
JTNB,Estimated,2021-07-04,0.0306,0.12,0.49,-
JDVB,Estimated,2021-05-05,0.0472,0.45,2.21999999999999,-
JNES,Estimated,2021-04-29,0.0368,0.21,0.81,-
INN-PR-E,Estimated,2021-05-26,0.0685,0.390625,1.5625,-
HTIA,Estimated,2021-04-15,0.074,0.4609375,1.84375,-
HAWEL,Estimated,2021-04-15,0.04,0.25,1,-
HBANN,Declared,2021-04-15,0.0575401488444966,0.36725,1.469,2021-03-31
IIVIP,Declared,2021-04-01,0.0343210159020707,3,5.8,2021-03-12
SHMAY,Estimated,2021-04-13,0.0577,0.546531410654622,1.870805,-
SCHW-PR-D,Estimated,2021-06-01,0.0734,0.372,1.85999999999999,-
SOLVY,Declared,2021-05-26,0.0434236695790309,0.273352,0.428444999999999,2021-05-17
SBHMY,Estimated,2021-04-15,0.01,0.0257922501283628,0.206419,-
SJIU,Declared,2021-04-15,0.0845974329054842,0.90625,3.625,2021-03-31
STAR-PR-I,Declared,2021-03-15,0.0739644970414201,0.46875,1.875,2021-02-26
SPLP-PR-A,Declared,2021-03-15,0.0715307582260372,0.375,1.125,2021-02-26
SBNCN,Declared,2021-03-15,0.0628571428571428,0.22,0.9,2021-02-26
SPG-PR-J,Declared,2021-03-31,0.062037037037037,1.046875,4.1875,2021-03-16
SMPNY,Estimated,2021-06-21,0.0387,0.384615,0.736826,-
RPT-PR-D,Declared,2021-04-01,0.0672416991281766,0.90625,3.625,2021-03-18
RF-PR-C,Estimated,2021-05-16,0.0528,0.35625,1.425,-
RNR-PR-F,Estimated,2021-06-01,0.0676,0.359375,1.796875,-
RLJ-PR-A,Estimated,2021-04-29,0.0758,0.4875,1.95,-
SHO-PR-F,Declared,2021-04-15,0.0649677679290894,0.403125,1.6125,2021-03-30
SRLY,Declared,2021-03-24,0.059171597633136,1,0,2021-03-12
SHTLF,Declared,2021-04-08,0.0128440366972477,0.014,0.0209999999999999,2021-03-11
STAR-PR-G,Declared,2021-03-15,0.0745614035087719,0.478125,1.9125,2021-02-26
SPKOY,Estimated,2021-05-04,0.0594,0.275324903566727,1.032087,-
SHTDY,Estimated,2021-08-26,0.0359,0.4193,0.4193,-
SHO-PR-E,Declared,2021-04-15,0.0699476650563607,0.434375,1.7375,2021-03-30
SOME,Declared,2021-03-19,0.0388746803069053,0.38,1.49,2021-03-09
SPE-PR-B,Declared,2021-03-31,0.031725888324873,0.21875,0.875,2021-03-19
SF-PR-A,Declared,2021-03-15,0.0614190251572327,0.390625,1.5625,2021-02-26
RMPL-PR,Estimated,2021-05-16,0.0584,0.3671875,1.46875,-
REXR-PR-A,Declared,2021-03-31,0.0585860390905464,0.367188,1.468752,2021-03-12
RBSPF,Declared,2021-03-31,997.627906976744,643.47,1320.78,-
REXR-PR-B,Declared,2021-03-31,0.0580992879746835,0.3671875,1.46875,2021-03-12
SBNCM,Declared,2021-03-15,0.0502857142857142,0.22,0.9,2021-02-26
SITC-PR-A,Estimated,2021-04-15,0.0624,0.39844,1.59376,-
STT-PR-G,Declared,2021-03-15,0.0478425760286225,0.3343,1.3372,2021-02-26
SBLUY,Declared,2021-03-02,0.00761194968553459,0.12103,0.358365999999999,2021-02-11
SNV-PR-E,Estimated,2021-04-04,0.0557,0.3671875,1.46875,-
FITBP,Estimated,2021-03-31,0.0569,0.375,1.5,-
FITBI,Estimated,2021-03-31,0.0593,0.41406,1.65624,-
FPI-PR-B,Declared,2021-03-31,0.0577145055790688,0.375,1.5,2021-03-12
FRC-PR-G,Estimated,2021-03-30,0.0543,0.34375,1.375,-
FRC-PR-H,Declared,2021-03-30,0.0504826635145784,0.3203125,1.28125,2021-03-15
FRC-PR-I,Declared,2021-03-30,0.0519259818731117,0.34375,1.375,2021-03-15
FRC-PR-J,Estimated,2021-04-29,0.0463,0.29375,1.175,-
IVR-PR-B,Declared,2021-03-29,0.0797366255144032,0.4844,1.9376,2021-03-04
HAWLL,Estimated,2021-04-15,0.0445,0.2325,0.93,-
HLTOY,Estimated,2021-07-27,0.0412,0.505814499636251,0.316749,-
HFRO-PR-A,Estimated,2021-03-31,0.0522,0.3359375,1.34375,-
HNFSB,Estimated,2021-06-01,0.0134,0.275,1.1,-
HUTCY,Declared,2021-06-10,0.0806008,0.100751,0.116664999999999,2021-05-13
HAWLM,Estimated,2021-04-15,0.0446,0.2625,1.05,-
HCKG,Declared,2021-03-15,0.00150943396226415,0.3,1.2,2021-03-05
HAITY,Estimated,2021-12-14,0.0442,0.194403413068203,0.415918,-
HMLP-PR-A,Estimated,2021-05-16,0.0832,0.546875,2.1875,-
HNORY,Declared,2021-05-18,0.0940570042449969,0.7755,1.23465,2021-03-30
FBIOP,Estimated,2021-03-28,0.1234,0.1953125,2.734375,-
FABP,Estimated,2021-05-12,0.028,0.29,1.15,-
FRT-PR-C,Declared,2021-04-15,0.048318515655199,0.3125,1.25,2021-03-15
FHN-PR-C,Declared,2021-05-03,0.0611111111111111,0.4125,1.23749999999999,2021-04-15
GAINL,Declared,2021-03-31,0.0625,0.1328125,1.59375,2021-03-17
GGT-PR-G,Declared,2021-03-26,0.0493357720446669,0.3203125,1.3026042,2021-03-18
GLOP-PR-B,Declared,2021-03-15,0.103535353535353,0.5125,2.05,2021-03-05
GLOG-PR-A,Estimated,2021-04-04,0.0906,0.546875,2.1875,-
GLOP-PR-A,Declared,2021-03-15,0.103367689357622,0.5390625,2.15625,2021-03-05
GDV-PR-G,Declared,2021-03-26,0.0510899182561307,0.328125,1.3125,2021-03-18
GLU-PR-A,Declared,2021-03-26,0.0408426483233018,0.475,1.9,2021-03-18
GLNV,Estimated,2021-05-01,0.0222,0.5,2,-
JPM-PR-J,Estimated,2021-06-01,0.0608,0.296875,1.56355,-
JPM-PR-D,Estimated,2021-06-01,0.0678,0.359375,1.796875,-
IFFT,Declared,2021-03-15,0.0614754098360655,0.75,3,2021-03-11
IVR-PR-A,Declared,2021-04-26,0.0786642306130734,0.484375,1.93754999999999,2021-03-31
IIPR-PR-A,Estimated,2021-04-15,0.0646,0.5625,2.25,-
IPWLN,Declared,2021-04-01,0.0484848484848484,1.2,4.8,2021-03-12
IRET-PR-C,Estimated,2021-03-31,0.0636,0.4140625,1.65625,-
INPAP,Declared,2021-03-15,0.0391198044009779,1,4,2021-02-17
ITJTY,Declared,2021-05-21,0.0492048275862068,1.42694,1.128417,2021-04-30
ABR-PR-B,Estimated,2021-06-01,0.0953,0.484375,2.421875,-
ALL-PR-I,Estimated,2021-04-15,0.0462,0.296875,1.1875,-
ALP-PR-Q,Declared,2021-04-01,0.0473664266767715,0.3125,1.25,2021-03-16
AMAL,Declared,2021-03-05,0.0182232346241457,0.08,0.32,2021-02-18
ATH-PR-B,Declared,2021-03-30,0.0547178988326848,0.3515625,1.40625,2021-03-12
ASB-PR-F,Declared,2021-03-15,0.0550606891151135,0.3515625,0.703125,2021-02-26
AHH-PR-A,Declared,2021-04-15,0.0668316831683168,0.421875,1.6875,2021-03-31
AHL-PR-C,Estimated,2021-04-01,0.0561,0.371875,1.4875,-
AHL-PR-D,Estimated,2021-04-01,0.0545,0.3516,1.406425,-
AIO,Declared,2021-04-01,0.0547245530828164,0.125,1.44163,2021-03-10
BRG-PR-D,Estimated,2021-04-05,0.0699,0.4453125,1.78125,-
BRG-PR-C,Estimated,2021-04-05,0.0743,0.4765625,1.90625,-
BVERS,Estimated,2021-03-24,0.1076,35,155,-
BANC-PR-D,Declared,2021-03-15,0.0738091273018414,0.460938,1.843752,2021-02-25
BWEL,Declared,2021-03-10,0.0243161094224924,4,11.75,2021-02-26
BABB,Estimated,2021-05-24,0.0299,0.01,0.02,-
COF-PR-H,Estimated,2021-06-01,0.0733,0.375,1.875,-
COF-PR-G,Estimated,2021-06-01,0.0643,0.325,1.625,-
CDMOP,Estimated,2021-04-04,0.0887,0.65625,2.625,-
CDR-PR-C,Estimated,2021-05-22,0.073,0.40625,1.625,-
CYD,Estimated,2021-07-31,0.054,0.85,0.85,-
CMS-PR-B,Declared,2021-04-01,0.0409090909090909,1.125,4.5,2021-02-26
CMTOY,Declared,2021-03-08,0.0420495238095238,0.11038,0.194446999999999,2021-02-26
CIB,Estimated,2021-04-14,0.0332,0.255623225094169,1.109972,-
BEP-PR-A,Declared,2021-04-30,0.0520833333333333,0.328125,1.22865,2021-04-14
BML-PR-J,Estimated,2021-05-26,0.0425,0.25556,1.01668,-
BAC-PR-L,Estimated,2021-05-01,0.0521,18.125,72.5,-
BAC-PR-N,Declared,2021-03-17,0.0487519500780031,0.3125,1.25,2021-02-26
BAC-PR-B,Estimated,2021-05-16,0.0566,0.375,1.5,-
BAC-PR-K,Estimated,2021-04-25,0.0556,0.3671875,1.46875,-
CNLTL,Estimated,2021-05-01,0.0396,0.475,1.9,-
CHNGU,Estimated,2021-03-30,0.0371,0.75,3,-
CNTHN,Estimated,2021-05-01,0.0468,0.62,2.48,-
CNPWP,Estimated,2021-05-01,0.0392,0.51,2.04,-
CODI-PR-A,Estimated,2021-05-01,0.0736,0.453125,1.8125,-
CHFFY,Estimated,2021-04-20,0.06,0.18064,0.348364,-
CTO,Declared,2021-03-31,0.0792393026941362,1,0,2021-03-19
BCH,Estimated,2021-04-02,0.0381,0.660542782541125,0.8349575,-
BWMX,Declared,2021-03-04,0.0399351851851851,0.4313,0.942362691,2021-02-24
BXP-PR-B,Estimated,2021-05-16,0.0523,0.328125,1.3125,-
BXS-PR-A,Estimated,2021-05-22,0.0532,0.34375,1.375,-
CWGRP,Estimated,2021-05-16,0.0382,14.06,56.24,-
CGKEY,Estimated,2021-06-17,0.0373,0.478973,0.94539,-
CBKPP,Estimated,2021-04-04,0.0584,1.5625,6.25,-
CBKLP,Estimated,2021-04-04,0.0596,1.53125,6.125,-
CBAF,Estimated,2021-04-27,0.019,0.14,0.56,-
CIIHY,Estimated,2021-09-08,0.0319,0.477098006444298,0.705551,-
CRCBY,Estimated,2021-07-28,0.0774,1.620757,1.620757,-
CPPCY,Declared,2021-06-07,0.0142690476190476,0.29965,0.772139,2021-05-04
CNBB,Estimated,2021-04-15,0.0292,0.27,1.05,-
CIMXP,Declared,2021-04-15,0.062995239498209,20.3125,81.25,2021-03-31
CSKL,Estimated,2021-04-22,0.0174,0.11,0.44,-
CMRE-PR-D,Estimated,2021-04-15,0.0849,0.546875,2.1875,-
CTA-PR-B,Declared,2021-04-23,0.0433734939759036,1.125,4.5,2021-04-07
CYJBY,Declared,2021-04-16,0.0776117014925373,0.649998,0.69225,2021-03-24
CLNY-PR-J,Declared,2021-04-15,0.07421875,0.4453125,1.78125,2021-04-09
CNMD,Declared,2021-04-05,0.00653274538624857,0.2,0.8,2021-03-12
CNPWM,Estimated,2021-05-01,0.0418,0.5225,2.09,-
CAI-PR-B,Estimated,2021-04-15,0.0806,0.53125,2.125,-
CKNQP,Estimated,2021-04-04,0.0559,1.55,6.2,-
CMUV,Declared,2021-03-31,0.0377358490566037,0.1,0.32,2021-03-09
CHCJY,Estimated,2021-07-30,0.0715,0.673504,0.673504,-
CRBJY,Estimated,2021-04-30,0.0376,0.0278791635311792,1.540126,-
CNLHN,Estimated,2021-06-01,0.039,0.4875,1.95,-
BPOPM,Estimated,2021-04-01,0.0653,0.127604,1.658852,-
BFS-PR-E,Estimated,2021-04-15,0.0623,0.375,1.5,-
CHYFF,Estimated,2021-08-10,0.0466,0.681779,0.681779,-
CCLAY,Declared,2021-05-10,0.0272136186770428,0.139878,0.228582,2021-04-15
CFXA,Estimated,2021-04-15,0.0311,1.4375,5.75,-
CFR-PR-B,Declared,2021-03-15,0.0577017625754527,0.3584722,0,2021-02-25
CHSCM,Declared,2021-03-31,0.0625,0.421875,1.6875,2021-03-16
CHSCN,Declared,2021-03-31,0.0646865889212828,0.44375,1.775,2021-03-16
CHSCO,Declared,2021-03-31,0.0696903362831858,0.492188,1.968752,2021-03-16
CHSCL,Declared,2021-03-31,0.0662310137760508,0.46875,1.875,2021-03-16
EFC-PR-A,Estimated,2021-05-01,0.0727,0.421875,1.6875,-
E,Estimated,2021-04-08,0.054,0.280579,1.234921,-
EPOKY,Declared,2021-05-20,0.0139567136150234,0.148639,0.265636,2021-04-29
EQH-PR-C,Declared,2021-03-15,0.0324129607128392,0.200069,0,2021-03-04
EPR-PR-G,Estimated,2021-04-15,0.0609,0.359375,1.4375,-
EPR-PR-C,Estimated,2021-04-15,0.0592,0.359375,1.4375,-
EIC,Declared,2021-03-31,0.0670611439842209,0.08,1.0126,2021-03-11
ENR-PR-A,Declared,2021-04-15,0.0843454790823211,1.875,7.5,2021-03-31
ESXB,Estimated,2021-06-01,0.0348,0.06,0.27,-
EVVTY,Declared,2021-05-07,0.0006521067303863,0.081872,0.471282,2021-04-19
EXC,Declared,2021-03-15,0.0393114080164439,0.3825,1.53,2021-03-05
ETI-PR,Estimated,2021-04-15,0.0511,0.3359375,1.34375,-
DLICY,Estimated,2021-07-08,0.0447,0.745465590623603,0.58192,-
DHR-PR-B,Declared,2021-04-15,0.0387377685495804,12.5,33.75,2021-03-30
DLNG-PR-A,Estimated,2021-05-12,0.0918,0.5625,2.25,-
DENI,Estimated,2022-01-08,0.0686,0.72,0.72,-
DMZPY,Declared,2021-03-26,0.00821521167184884,0.171739,0.400038,2021-02-26
DWNX,Estimated,2021-04-15,0.0215,0.188,0.748499999999999,-
DCUE,Declared,2021-03-01,0.073626485223926,1.8125,7.25,2021-02-25
DSX-PR-B,Estimated,2021-04-15,0.0869,0.5546875,2.21875,-
DNNGY,Declared,2021-03-18,0.0115591175380051,0.6234988,0.5222105,2021-03-02
DRH-PR-A,Declared,2021-03-31,0.231915292353823,0.515625,0.693225,2021-03-17
DTP,Estimated,2021-05-01,0.0669,0.78125,3.125,-
BAC-PR-A,Estimated,2021-04-25,0.0593,0.375,1.5,-
BHP,Declared,2021-03-23,0.0532209195099459,2.02,2.4,2021-03-04
BHFAO,Declared,2021-03-25,0.0625695216907675,0.421875,1.0171875,2021-03-09
BHR-PR-D,Estimated,2021-04-15,0.0847,0.5156,2.0624,-
BHFAN,Declared,2021-03-25,0.0743553561752988,0.46657986,0,2021-03-09
BAYRY,Estimated,2021-05-14,0.0498,0.76258,0.76258,-
BPYPN,Declared,2021-03-31,0.0655793795620438,0.359375,1.24583,2021-02-26
BPYPP,Declared,2021-03-31,0.0666529942575882,0.40625,1.625,2021-02-26
ALRS,Declared,2021-04-09,0.0214056368176953,0.15,0.6,2021-03-18
ANH-PR-B,Estimated,2021-04-15,0.0629,0.390625,1.5625,-
ANH-PR-A,Estimated,2021-04-15,0.0845,0.539063,2.156252,-
ABR-PR-C,Estimated,2021-06-01,0.1026,0.53125,2.65625,-
AFSIC,Declared,2021-03-15,0.107394478873239,0.476563,1.906252,2021-02-26
AMH-PR-F,Declared,2021-03-31,0.0571947040498442,0.36719,1.46876,2021-03-12
AILLO,Estimated,2021-05-01,0.0426,1.0625,4.25,-
AGLXY,Declared,2021-04-02,0.0648829729729729,0.077441,0.639634,2021-02-23
